sample	microcosmID	treatment	replicate	day	cil	wrm	strainID	count	count.correct	lograrecount	log10rab	sflogcount	rlogcount	PA
HN3-d45	HN_B	HN	B	45	0	1	HAMBI-2164	0	0	0	-4.193569800322616	0	0.35244717400131337	0
HN3-d45	HN_B	HN	B	45	0	1	HAMBI-2443	0	0	0	-4.193569800322616	0	0.23654740340568287	0
HN3-d45	HN_B	HN	B	45	0	1	HAMBI-2494	0	0	0	-4.193569800322616	0	-0.05779775150765101	0
HN3-d45	HN_B	HN	B	45	0	1	HAMBI-2659	3271	2681	6.918695219020472	-0.7651110268070365	8.73105848680441	8.748273981971806	1
HN3-d45	HN_B	HN	B	45	0	1	HAMBI-2792	0	0	0	-4.193569800322616	0	-0.6148448680395945	0
HN3-d45	HN_B	HN	B	45	0	1	HAMBI-3031	0	0	0	-4.193569800322616	0	-2.620130439376905	0
HN3-d45	HN_B	HN	B	45	0	1	HAMBI-3237	0	0	0	-4.193569800322616	0	-0.9124115752381217	0
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-0006	0	0	0	-5.081116775262377	0	-2.2070981021377354	0
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-0097	0	0	0	-5.081116775262377	0	-0.9346787002680969	0
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-0105	0	0	0	-5.081116775262377	0	-2.1217192554358832	0
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-0262	0	0	0	-5.081116775262377	0	-1.332553489853704	0
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-0403	7095	40045	7.60339933974067	-0.47855763223747183	9.488900554692535	9.491759179627943	1
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-1279	2	1	0	-4.7800867795983955	0.2851115567431214	-0.6851269017022183	1
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-1287	563	212	2.772588722239781	-2.7527371718236386	4.261848554507279	4.3207650748396835	1
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-1292	2484	1029	4.060443010546419	-2.0682795505572042	5.830349870439482	5.884327421221182	1
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-1299	1	0	0	-5.081116775262377	0	-2.1899564658224033	0
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-1842	2	0	0	-5.081116775262377	0	0.12494366701106956	0
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-1896	0	0	0	-5.081116775262377	0	-2.2619777329975483	0
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-1923	5833	4570	5.438079308923196	-1.4211055539730455	7.318997293951857	7.320176091534877	1
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-1972	63392	34326	7.4673710669175595	-0.5454809252411309	9.334812427487181	9.292408369732248	1
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-1977	21511	20999	6.996681488176539	-0.7588974805284571	8.843440196122817	8.870338517184054	1
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-1988	0	0	0	-5.081116775262377	0	-0.24852056279800686	0
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-2159	0	0	0	-5.081116775262377	0	-0.2661985355847552	0
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-2160	0	0	0	-5.081116775262377	0	-2.0628196151058793	0
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-2164	0	0	0	-5.081116775262377	0	0.09847924940933395	0
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-2443	0	0	0	-5.081116775262377	0	0.2298811596808001	0
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-2494	0	0	0	-5.081116775262377	0	-0.11362509439567099	0
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-2659	19629	19330	6.859614903654202	-0.7948624544335854	8.760636133133984	8.777469784819608	1
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-2792	0	0	0	-5.081116775262377	0	-0.6261555830852492	0
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-3031	0	0	0	-5.081116775262377	0	-2.289651651318999	0
HN3-d61	HN_B	HN	B	61	0	1	HAMBI-3237	0	0	0	-5.081116775262377	0	-0.9231946789357797	0
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-0006	2205	2078	5.545177444479562	-1.35488970897513	8.24242659123724	8.24242659123724	1
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-0097	4437	1960	5.659482215759621	-1.380266604638815	8.183981020081644	8.183981020081644	1
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-0105	272	1812	5.5053315359323625	-1.4143463942110905	8.105490549521868	8.105490549521868	1
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-0262	21	2513	5.84354441703136	-1.2723789249566602	8.43245238845961	8.43245238845961	1
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-0403	144	2154	5.676753802268282	-1.3392969238098487	8.278337989137906	8.278337989137906	1
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-1279	1389	1974	5.579729825986222	-1.37717709834412	8.191096508496294	8.191096508496294	1
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-1287	1950	1947	5.389071729816501	-1.3831552457640024	8.177328136685523	8.177328136685523	1
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-1292	1673	1838	5.4510384535657	-1.4081624690685217	8.119733095529039	8.119733095529039	1
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-1299	2605	1977	5.560681631015528	-1.3765179110454386	8.192614691172842	8.192614691172842	1
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-1842	22919	2177	5.652489180268651	-1.334686322886843	8.288956509576987	8.288956509576987	1
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-1896	673	1605	5.389071729816501	-1.4669986573639369	7.984222031408291	7.984222031408291	1
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-1923	936	1943	5.44673737166631	-1.3840479377163433	8.175272159077837	8.175272159077837	1
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-1972	1288	1848	5.493061443340548	-1.405807287147426	8.125157434380391	8.125157434380391	1
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-1977	705	1824	5.429345628954441	-1.4114813295141055	8.11208924751764	8.11208924751764	1
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-1988	401	1991	5.58724865840025	-1.3734548642189193	8.199669226483053	8.199669226483053	1
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-2159	1038	1850	5.572154032177765	-1.405337779553695	8.126238780253107	8.126238780253107	1
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-2160	109	1744	5.37989735354046	-1.4309487670114005	8.067252437756306	8.067252437756306	1
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-2164	22	2247	5.545177444479562	-1.3209478914095756	8.320596892567828	8.320596892567828	1
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-2443	182	1983	5.5134287461649825	-1.3752025304884392	8.195644159337162	8.195644159337162	1
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-2494	144	1959	5.602118820879701	-1.380488126950123	8.183470828266476	8.183470828266476	1
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-2659	908	2370	5.805134968916488	-1.297812644328411	8.373878219658705	8.373878219658705	1
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-2792	1883	1811	5.365976015021851	-1.414586004965805	8.104938687493181	8.104938687493181	1
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-3031	23	1505	5.272999558563747	-1.4949192264419173	7.919913817124455	7.919913817124455	1
HN4_d0	HN_C	HN	C	0	0	1	HAMBI-3237	1119	1936	5.517452896464707	-1.3856145775874884	8.171663995464495	8.171663995464495	1
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-0006	9866	5425	6.436150368369428	-0.990802803415113	8.975353785145625	8.766446795836544	1
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-0097	1445	372	3.8066624897703196	-2.1535737610320025	6.297191131386274	4.179045556256937	1
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-0105	288	1119	4.919980925828125	-1.6760645701705086	7.3972579369421325	7.331240115400092	1
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-0262	0	0	0	-4.72528259284069	0	-1.3318807065613603	0
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-0403	1483	12943	7.284134806195205	-0.6132140885724932	9.844817512668653	9.831969170580967	1
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-1279	1404	1164	4.875197323201151	-1.6589566674786524	7.436661160848773	7.0652984753960375	1
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-1287	7451	4341	6.259581464064923	-1.087592773722289	8.752472207409971	8.666460055558268	1
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-1292	3124	2002	5.493061443340548	-1.423601643547114	7.978698813191174	7.991487565920291	1
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-1299	6483	2871	5.849324779946859	-1.2670981572704276	8.339108803469745	7.9190505923188885	1
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-1842	984	55	1.3862943611198906	-2.97709456583449	4.396188097130974	4.396188097130974	1
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-1896	2190	3048	5.8664680569332965	-1.2411251684753095	8.398920161979566	8.070636561998057	1
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-1923	347	420	3.9512437185814275	-2.101000497005022	6.418341512531577	6.427694389221472	1
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-1972	13799	11554	7.156176637480615	-0.6625126430255621	9.731300482663093	9.67082708619417	1
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-1977	1750	2642	5.799092654460526	-1.30318542970898	8.256005322681917	8.278394764554902	1
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-1988	11	32	1.791759469228055	-3.206768652962803	3.863409852185149	1.364312213132548	1
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-2159	60	62	1.9459101490553132	-2.9259420433871086	4.514596882747697	1.932644247070421	1
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-2160	131	1223	4.852030263919617	-1.637501175031148	7.486077241258178	6.8642158396285575	1
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-2164	3	179	3.044522437723423	-2.4700100877373843	5.567666610013422	4.589520956103758	1
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-2443	19	121	2.70805020110221	-2.638922762165942	5.177900454158746	2.5011443628487595	1
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-2494	8	63	1.791759469228055	-2.9191026188568032	4.530423430936281	2.103395400092723	1
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-2659	2248	3423	5.998936561946683	-1.1907488368355748	8.514927221887763	8.523805669376738	1
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-2792	4	2	0	-4.248161338121028	1.3646153965719425	-0.5560536464975502	1
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-3031	1	38	1.6094379124341003	-3.134217985814191	4.031939399057427	4.828024287710447	1
HN4-d5	HN_C	HN	C	5	0	1	HAMBI-3237	0	0	0	-4.72528259284069	0	-0.9172486675198079	0
HN4-d9	HN_C	HN	C	9	0	1	HAMBI-0006	14753	9310	6.582025138892826	-0.9499352320279971	9.109651866348512	8.897209981771228	1
HN4-d9	HN_C	HN	C	9	0	1	HAMBI-0097	470	139	2.6390573296152584	-2.772803522998071	4.912551701547238	6.088837901675739	1
HN4-d9	HN_C	HN	C	9	0	1	HAMBI-0105	987	4403	5.8522024797744745	-1.2750842483765954	8.360972146765949	8.280324872423094	1
HN4-d9	HN_C	HN	C	9	0	1	HAMBI-0262	0	0	0	-4.918931558676309	0	-1.3322745556471138	0
HN4-d9	HN_C	HN	C	9	0	1	HAMBI-0403	1049	10508	6.642486801367256	-0.8973701666389546	9.230687038251272	9.22562416831432	1
HN4-d9	HN_C	HN	C	9	0	1	HAMBI-1279	268	255	3.1354942159291497	-2.51069159336446	5.515990493328119	5.257846146062081	1
HN4-d9	HN_C	HN	C	9	0	1	HAMBI-1287	16859	11273	6.677083461247136	-0.8668535281921401	9.300954003021962	9.199179530598126	1
HN4-d9	HN_C	HN	C	9	0	1	HAMBI-1292	4832	3554	5.564520407322694	-1.3680919536105243	8.146815603697888	8.15715550669014	1
HN4-d9	HN_C	HN	C	9	0	1	HAMBI-1299	14654	7448	6.274762021241939	-1.0468335844020826	8.886535962954508	8.432162730885116	1
HN4-d9	HN_C	HN	C	9	0	1	HAMBI-1842	479	30	0.6931471805599453	-3.4275698648420367	3.405642888669725	0.661472024108401	1
HN4-d9	HN_C	HN	C	9	0	1	HAMBI-1896	1111	1775	4.897839799950911	-1.6694885972337272	7.452832563780766	7.160473402983145	1
HN4-d9	HN_C	HN	C	9	0	1	HAMBI-1923	1022	1421	4.624972813284271	-1.766031962282562	7.230537418755555	7.222514652124046	1
HN4-d9	HN_C	HN	C	9	0	1	HAMBI-1972	20140	19354	7.24422751560335	-0.6321383830213355	9.841404496143928	9.779024380536807	1
HN4-d9	HN_C	HN	C	9	0	1	HAMBI-1977	3554	6157	6.113682179832232	-1.1294918741091302	8.69620905417297	8.71357928650962	1
