sample	microcosmID	treatment	replicate	day	cil	wrm	strainID	count	count.correct	lograrecount	log10rab	sflogcount	rlogcount	PA
H2-d5	H_A	H	A	5	0	0	HAMBI-1923	702	907	3.258096538021482	-2.284269200624777	5.7527985388015095	5.783975784426552	1
H2-d5	H_A	H	A	5	0	0	HAMBI-1972	74188	66277	7.757478766584179	-0.4209856544388302	10.041118935049546	9.983435695675178	1
H2-d5	H_A	H	A	5	0	0	HAMBI-1977	10757	17325	6.452048954437226	-1.0036567390828757	8.699549653910875	8.725079117521947	1
H2-d5	H_A	H	A	5	0	0	HAMBI-1988	2	6	0	-4.3972570091316054	1.1241657631853772	0.40514516262159433	1
H2-d5	H_A	H	A	5	0	0	HAMBI-2159	58	64	1.0986122886681098	-3.4294416925030067	3.142494947513811	1.4279229684528747	1
H2-d5	H_A	H	A	5	0	0	HAMBI-2160	20	199	1.9459101490553132	-2.9413250534818807	4.247189651430482	3.8795317662128506	1
H2-d5	H_A	H	A	5	0	0	HAMBI-2164	0	0	0	-5.242355049145862	0	0.0988732006772247	0
H2-d5	H_A	H	A	5	0	0	HAMBI-2443	7	47	0	-3.5611138117702748	2.8492552527847232	1.0974991696049887	1
H2-d5	H_A	H	A	5	0	0	HAMBI-2494	30	254	2.302585092994046	-2.835814868711907	4.4881168822050155	2.089853926969125	1
H2-d5	H_A	H	A	5	0	0	HAMBI-2659	2414	3922	4.836281906951478	-1.648736741016326	7.214570219447038	7.2486436605428635	1
H2-d5	H_A	H	A	5	0	0	HAMBI-2792	36	22	0	-3.8806272131282693	2.1538581135153114	-0.4583031963254485	1
