sample	strainID	genus	species	count
HN3-d45	HAMBI-2443	Paracoccus	denitrificans	0
HN3-d45	HAMBI-2494	Paraburkholderia	kururiensis	0
HN3-d45	HAMBI-2659	Stenotrophomonas	maltophilia	3271
HN3-d45	HAMBI-2792	Moraxella	canis	0
HN3-d45	HAMBI-3031	Niabella	yanshanensis	0
HN3-d45	HAMBI-3237	Microvirga	lotononidis	0
HN3-d5	HAMBI-0006	Pseudomonas	putida	10348
HN3-d5	HAMBI-0097	Acinetobacter	lwoffii	662
HN3-d5	HAMBI-0105	Agrobacterium	tumefaciens	317
HN3-d5	HAMBI-0262	Brevundimonas	bullata	0
HN3-d5	HAMBI-0403	Comamonas	testosteroni	716
HN3-d5	HAMBI-1279	Hafnia	alvei	1803
HN3-d5	HAMBI-1287	Citrobacter	koseri	7685
HN3-d5	HAMBI-1292	Morganella	morganii	3908
HN3-d5	HAMBI-1299	Kluyvera	intermedia	7126
HN3-d5	HAMBI-1842	Sphingobium	yanoikuyae	906
HN3-d5	HAMBI-1896	Sphingobacterium	spiritivorum	2327
HN3-d5	HAMBI-1923	Myroides	odoratus	239
HN3-d5	HAMBI-1972	Aeromonas	caviae	16936
HN3-d5	HAMBI-1977	Pseudomonas	chlororaphis	2243
HN3-d5	HAMBI-1988	Chitinophaga	sancti	5
HN3-d5	HAMBI-2159	Paraburkholderia	caryophylli	86
HN3-d5	HAMBI-2160	Bordetella	avium	101
HN3-d5	HAMBI-2164	Cupriavidus	necator	5
HN3-d5	HAMBI-2443	Paracoccus	denitrificans	9
HN3-d5	HAMBI-2494	Paraburkholderia	kururiensis	9
HN3-d5	HAMBI-2659	Stenotrophomonas	maltophilia	1782
HN3-d5	HAMBI-2792	Moraxella	canis	9
HN3-d5	HAMBI-3031	Niabella	yanshanensis	0
HN3-d5	HAMBI-3237	Microvirga	lotononidis	4
HN3-d61	HAMBI-0006	Pseudomonas	putida	0
HN3-d61	HAMBI-0097	Acinetobacter	lwoffii	0
HN3-d61	HAMBI-0105	Agrobacterium	tumefaciens	0
HN3-d61	HAMBI-0262	Brevundimonas	bullata	0
HN3-d61	HAMBI-0403	Comamonas	testosteroni	7095
HN3-d61	HAMBI-1279	Hafnia	alvei	2
HN3-d61	HAMBI-1287	Citrobacter	koseri	563
HN3-d61	HAMBI-1292	Morganella	morganii	2484
HN3-d61	HAMBI-1299	Kluyvera	intermedia	1
HN3-d61	HAMBI-1842	Sphingobium	yanoikuyae	2
HN3-d61	HAMBI-1896	Sphingobacterium	spiritivorum	0
HN3-d61	HAMBI-1923	Myroides	odoratus	5833
HN3-d61	HAMBI-1972	Aeromonas	caviae	63392
HN3-d61	HAMBI-1977	Pseudomonas	chlororaphis	21511
HN3-d61	HAMBI-1988	Chitinophaga	sancti	0
HN3-d61	HAMBI-2159	Paraburkholderia	caryophylli	0
HN3-d61	HAMBI-2160	Bordetella	avium	0
HN3-d61	HAMBI-2164	Cupriavidus	necator	0
HN3-d61	HAMBI-2443	Paracoccus	denitrificans	0
HN3-d61	HAMBI-2494	Paraburkholderia	kururiensis	0
HN3-d61	HAMBI-2659	Stenotrophomonas	maltophilia	19629
HN3-d61	HAMBI-2792	Moraxella	canis	0
HN3-d61	HAMBI-3031	Niabella	yanshanensis	0
HN3-d61	HAMBI-3237	Microvirga	lotononidis	0
HN3-d9	HAMBI-0006	Pseudomonas	putida	25506
HN3-d9	HAMBI-0097	Acinetobacter	lwoffii	485
HN3-d9	HAMBI-0105	Agrobacterium	tumefaciens	1363
HN3-d9	HAMBI-0262	Brevundimonas	bullata	0
HN3-d9	HAMBI-0403	Comamonas	testosteroni	1299
HN3-d9	HAMBI-1279	Hafnia	alvei	465
HN3-d9	HAMBI-1287	Citrobacter	koseri	27737
HN3-d9	HAMBI-1292	Morganella	morganii	9530
HN3-d9	HAMBI-1299	Kluyvera	intermedia	21051
HN3-d9	HAMBI-1842	Sphingobium	yanoikuyae	541
HN3-d9	HAMBI-1896	Sphingobacterium	spiritivorum	1797
HN3-d9	HAMBI-1923	Myroides	odoratus	1393
HN3-d9	HAMBI-1972	Aeromonas	caviae	35476
HN3-d9	HAMBI-1977	Pseudomonas	chlororaphis	6087
HN3-d9	HAMBI-1988	Chitinophaga	sancti	1
HN3-d9	HAMBI-2159	Paraburkholderia	caryophylli	24
HN3-d9	HAMBI-2160	Bordetella	avium	306
HN3-d9	HAMBI-2164	Cupriavidus	necator	4
HN3-d9	HAMBI-2443	Paracoccus	denitrificans	3
HN3-d9	HAMBI-2494	Paraburkholderia	kururiensis	7
HN3-d9	HAMBI-2659	Stenotrophomonas	maltophilia	3703
HN3-d9	HAMBI-2792	Moraxella	canis	9
HN3-d9	HAMBI-3031	Niabella	yanshanensis	0
HN3-d9	HAMBI-3237	Microvirga	lotononidis	1
HN4-d13	HAMBI-0006	Pseudomonas	putida	1267
HN4-d13	HAMBI-0097	Acinetobacter	lwoffii	83
HN4-d13	HAMBI-0105	Agrobacterium	tumefaciens	286
HN4-d13	HAMBI-0262	Brevundimonas	bullata	0
HN4-d13	HAMBI-0403	Comamonas	testosteroni	1705
HN4-d13	HAMBI-1279	Hafnia	alvei	7
HN4-d13	HAMBI-1287	Citrobacter	koseri	6096
HN4-d13	HAMBI-1292	Morganella	morganii	918
HN4-d13	HAMBI-1299	Kluyvera	intermedia	110
HN4-d13	HAMBI-1842	Sphingobium	yanoikuyae	50
HN4-d13	HAMBI-1896	Sphingobacterium	spiritivorum	21
HN4-d13	HAMBI-1923	Myroides	odoratus	1272
HN4-d13	HAMBI-1972	Aeromonas	caviae	5188
HN4-d13	HAMBI-1977	Pseudomonas	chlororaphis	2657
HN4-d13	HAMBI-1988	Chitinophaga	sancti	0
HN4-d13	HAMBI-2159	Paraburkholderia	caryophylli	1
HN4-d13	HAMBI-2160	Bordetella	avium	102
HN4-d13	HAMBI-2164	Cupriavidus	necator	0
HN4-d13	HAMBI-2443	Paracoccus	denitrificans	0
HN4-d13	HAMBI-2494	Paraburkholderia	kururiensis	0
HN4-d13	HAMBI-2659	Stenotrophomonas	maltophilia	4567
HN4-d13	HAMBI-2792	Moraxella	canis	0
HN4-d13	HAMBI-3031	Niabella	yanshanensis	0
HN4-d13	HAMBI-3237	Microvirga	lotononidis	0
HN4-d17	HAMBI-0006	Pseudomonas	putida	0
HN4-d17	HAMBI-0097	Acinetobacter	lwoffii	0
HN4-d17	HAMBI-0105	Agrobacterium	tumefaciens	4
HN4-d17	HAMBI-0262	Brevundimonas	bullata	0
HN4-d17	HAMBI-0403	Comamonas	testosteroni	19872
HN4-d17	HAMBI-1279	Hafnia	alvei	1
HN4-d17	HAMBI-1287	Citrobacter	koseri	518
HN4-d17	HAMBI-1292	Morganella	morganii	945
HN4-d17	HAMBI-1299	Kluyvera	intermedia	0
HN4-d17	HAMBI-1842	Sphingobium	yanoikuyae	0
HN4-d17	HAMBI-1896	Sphingobacterium	spiritivorum	0
HN4-d17	HAMBI-1923	Myroides	odoratus	4609
HN4-d17	HAMBI-1972	Aeromonas	caviae	36253
HN4-d17	HAMBI-1977	Pseudomonas	chlororaphis	13895
HN4-d17	HAMBI-1988	Chitinophaga	sancti	0
HN4-d17	HAMBI-2159	Paraburkholderia	caryophylli	0
HN4-d17	HAMBI-2160	Bordetella	avium	0
HN4-d17	HAMBI-2164	Cupriavidus	necator	0
HN4-d17	HAMBI-2443	Paracoccus	denitrificans	0
HN4-d17	HAMBI-2494	Paraburkholderia	kururiensis	0
HN4-d17	HAMBI-2659	Stenotrophomonas	maltophilia	6815
HN4-d17	HAMBI-2792	Moraxella	canis	0
HN4-d17	HAMBI-3031	Niabella	yanshanensis	0
HN4-d17	HAMBI-3237	Microvirga	lotononidis	0
HN4-d21	HAMBI-0006	Pseudomonas	putida	0
HN4-d21	HAMBI-0097	Acinetobacter	lwoffii	0
HN4-d21	HAMBI-0105	Agrobacterium	tumefaciens	809
HN4-d21	HAMBI-0262	Brevundimonas	bullata	0
HN4-d21	HAMBI-0403	Comamonas	testosteroni	2081
HN4-d21	HAMBI-1279	Hafnia	alvei	0
HN4-d21	HAMBI-1287	Citrobacter	koseri	829
HN4-d21	HAMBI-1292	Morganella	morganii	2420
HN4-d21	HAMBI-1299	Kluyvera	intermedia	1
HN4-d21	HAMBI-1842	Sphingobium	yanoikuyae	0
HN4-d21	HAMBI-1896	Sphingobacterium	spiritivorum	0
HN4-d21	HAMBI-1923	Myroides	odoratus	3883
HN4-d21	HAMBI-1972	Aeromonas	caviae	7718
HN4-d21	HAMBI-1977	Pseudomonas	chlororaphis	11262
HN4-d21	HAMBI-1988	Chitinophaga	sancti	0
HN4-d21	HAMBI-2159	Paraburkholderia	caryophylli	0
HN4-d21	HAMBI-2160	Bordetella	avium	0
HN4-d21	HAMBI-2164	Cupriavidus	necator	0
HN4-d21	HAMBI-2443	Paracoccus	denitrificans	0
HN4-d21	HAMBI-2494	Paraburkholderia	kururiensis	0
HN4-d21	HAMBI-2659	Stenotrophomonas	maltophilia	5260
HN4-d21	HAMBI-2792	Moraxella	canis	0
HN4-d21	HAMBI-3031	Niabella	yanshanensis	0
HN4-d21	HAMBI-3237	Microvirga	lotononidis	0
HN4-d29	HAMBI-0006	Pseudomonas	putida	8
HN4-d29	HAMBI-0097	Acinetobacter	lwoffii	0
HN4-d29	HAMBI-0105	Agrobacterium	tumefaciens	464
HN4-d29	HAMBI-0262	Brevundimonas	bullata	0
HN4-d29	HAMBI-0403	Comamonas	testosteroni	3786
HN4-d29	HAMBI-1279	Hafnia	alvei	0
HN4-d29	HAMBI-1287	Citrobacter	koseri	2381
HN4-d29	HAMBI-1292	Morganella	morganii	2963
HN4-d29	HAMBI-1299	Kluyvera	intermedia	1
HN4-d29	HAMBI-1842	Sphingobium	yanoikuyae	0
HN4-d29	HAMBI-1896	Sphingobacterium	spiritivorum	0
HN4-d29	HAMBI-1923	Myroides	odoratus	2834
HN4-d29	HAMBI-1972	Aeromonas	caviae	5949
HN4-d29	HAMBI-1977	Pseudomonas	chlororaphis	7005
HN4-d29	HAMBI-1988	Chitinophaga	sancti	0
HN4-d29	HAMBI-2159	Paraburkholderia	caryophylli	0
HN4-d29	HAMBI-2160	Bordetella	avium	0
HN4-d29	HAMBI-2164	Cupriavidus	necator	0
HN4-d29	HAMBI-2443	Paracoccus	denitrificans	0
HN4-d29	HAMBI-2494	Paraburkholderia	kururiensis	0
HN4-d29	HAMBI-2659	Stenotrophomonas	maltophilia	7947
HN4-d29	HAMBI-2792	Moraxella	canis	0
HN4-d29	HAMBI-3031	Niabella	yanshanensis	0
HN4-d29	HAMBI-3237	Microvirga	lotononidis	0
HN4-d45	HAMBI-0006	Pseudomonas	putida	202
HN4-d45	HAMBI-0097	Acinetobacter	lwoffii	5
HN4-d45	HAMBI-0105	Agrobacterium	tumefaciens	120
HN4-d45	HAMBI-0262	Brevundimonas	bullata	0
HN4-d45	HAMBI-0403	Comamonas	testosteroni	2090
HN4-d45	HAMBI-1279	Hafnia	alvei	2
HN4-d45	HAMBI-1287	Citrobacter	koseri	7643
HN4-d45	HAMBI-1292	Morganella	morganii	3041
HN4-d45	HAMBI-1299	Kluyvera	intermedia	7
HN4-d45	HAMBI-1842	Sphingobium	yanoikuyae	4
HN4-d45	HAMBI-1896	Sphingobacterium	spiritivorum	0
HN4-d45	HAMBI-1923	Myroides	odoratus	2618
HN4-d45	HAMBI-1972	Aeromonas	caviae	5775
HN4-d45	HAMBI-1977	Pseudomonas	chlororaphis	7021
HN4-d45	HAMBI-1988	Chitinophaga	sancti	0
HN4-d45	HAMBI-2159	Paraburkholderia	caryophylli	0
HN4-d45	HAMBI-2160	Bordetella	avium	7
HN4-d45	HAMBI-2164	Cupriavidus	necator	0
HN4-d45	HAMBI-2443	Paracoccus	denitrificans	0
HN4-d45	HAMBI-2494	Paraburkholderia	kururiensis	0
HN4-d45	HAMBI-2659	Stenotrophomonas	maltophilia	8981
HN4-d45	HAMBI-2792	Moraxella	canis	0
HN4-d45	HAMBI-3031	Niabella	yanshanensis	0
HN4-d45	HAMBI-3237	Microvirga	lotononidis	0
HN4-d5	HAMBI-0006	Pseudomonas	putida	9866
HN4-d5	HAMBI-0097	Acinetobacter	lwoffii	1445
HN4-d5	HAMBI-0105	Agrobacterium	tumefaciens	288
HN4-d5	HAMBI-0262	Brevundimonas	bullata	0
HN4-d5	HAMBI-0403	Comamonas	testosteroni	1483
HN4-d5	HAMBI-1279	Hafnia	alvei	1404
HN4-d5	HAMBI-1287	Citrobacter	koseri	7451
HN4-d5	HAMBI-1292	Morganella	morganii	3124
HN4-d5	HAMBI-1299	Kluyvera	intermedia	6483
HN4-d5	HAMBI-1842	Sphingobium	yanoikuyae	984
HN4-d5	HAMBI-1896	Sphingobacterium	spiritivorum	2190
HN4-d5	HAMBI-1923	Myroides	odoratus	347
HN4-d5	HAMBI-1972	Aeromonas	caviae	13799
HN4-d5	HAMBI-1977	Pseudomonas	chlororaphis	1750
HN4-d5	HAMBI-1988	Chitinophaga	sancti	11
HN4-d5	HAMBI-2159	Paraburkholderia	caryophylli	60
HN4-d5	HAMBI-2160	Bordetella	avium	131
HN4-d5	HAMBI-2164	Cupriavidus	necator	3
HN4-d5	HAMBI-2443	Paracoccus	denitrificans	19
HN4-d5	HAMBI-2494	Paraburkholderia	kururiensis	8
HN4-d5	HAMBI-2659	Stenotrophomonas	maltophilia	2248
HN4-d5	HAMBI-2792	Moraxella	canis	4
HN4-d5	HAMBI-3031	Niabella	yanshanensis	1
HN4-d5	HAMBI-3237	Microvirga	lotononidis	0
HN4-d61	HAMBI-0006	Pseudomonas	putida	0
HN4-d61	HAMBI-0097	Acinetobacter	lwoffii	0
HN4-d61	HAMBI-0105	Agrobacterium	tumefaciens	0
HN4-d61	HAMBI-0262	Brevundimonas	bullata	0
HN4-d61	HAMBI-0403	Comamonas	testosteroni	4425
HN4-d61	HAMBI-1279	Hafnia	alvei	0
HN4-d61	HAMBI-1287	Citrobacter	koseri	270
HN4-d61	HAMBI-1292	Morganella	morganii	1502
HN4-d61	HAMBI-1299	Kluyvera	intermedia	0
HN4-d61	HAMBI-1842	Sphingobium	yanoikuyae	1
HN4-d61	HAMBI-1896	Sphingobacterium	spiritivorum	0
HN4-d61	HAMBI-1923	Myroides	odoratus	2873
HN4-d61	HAMBI-1972	Aeromonas	caviae	31431
HN4-d61	HAMBI-1977	Pseudomonas	chlororaphis	10491
HN4-d61	HAMBI-1988	Chitinophaga	sancti	0
HN4-d61	HAMBI-2159	Paraburkholderia	caryophylli	0
HN4-d61	HAMBI-2160	Bordetella	avium	0
HN4-d61	HAMBI-2164	Cupriavidus	necator	0
HN4-d61	HAMBI-2443	Paracoccus	denitrificans	0
HN4-d61	HAMBI-2494	Paraburkholderia	kururiensis	0
HN4-d61	HAMBI-2659	Stenotrophomonas	maltophilia	7952
HN4-d61	HAMBI-2792	Moraxella	canis	0
HN4-d61	HAMBI-3031	Niabella	yanshanensis	0
HN4-d61	HAMBI-3237	Microvirga	lotononidis	0
HN4-d9	HAMBI-0006	Pseudomonas	putida	14753
HN4-d9	HAMBI-0097	Acinetobacter	lwoffii	470
HN4-d9	HAMBI-0105	Agrobacterium	tumefaciens	987
HN4-d9	HAMBI-0262	Brevundimonas	bullata	0
HN4-d9	HAMBI-0403	Comamonas	testosteroni	1049
HN4-d9	HAMBI-1279	Hafnia	alvei	268
HN4-d9	HAMBI-1287	Citrobacter	koseri	16859
HN4-d9	HAMBI-1292	Morganella	morganii	4832
HN4-d9	HAMBI-1299	Kluyvera	intermedia	14654
HN4-d9	HAMBI-1842	Sphingobium	yanoikuyae	479
HN4-d9	HAMBI-1896	Sphingobacterium	spiritivorum	1111
HN4-d9	HAMBI-1923	Myroides	odoratus	1022
HN4-d9	HAMBI-1972	Aeromonas	caviae	20140
HN4-d9	HAMBI-1977	Pseudomonas	chlororaphis	3554
HN4-d9	HAMBI-1988	Chitinophaga	sancti	7
HN4-d9	HAMBI-2159	Paraburkholderia	caryophylli	10
HN4-d9	HAMBI-2160	Bordetella	avium	259
HN4-d9	HAMBI-2164	Cupriavidus	necator	2
HN4-d9	HAMBI-2443	Paracoccus	denitrificans	3
HN4-d9	HAMBI-2494	Paraburkholderia	kururiensis	1
HN4-d9	HAMBI-2659	Stenotrophomonas	maltophilia	2484
HN4-d9	HAMBI-2792	Moraxella	canis	5
HN4-d9	HAMBI-3031	Niabella	yanshanensis	0
HN4-d9	HAMBI-3237	Microvirga	lotononidis	0
HN5-d13	HAMBI-0006	Pseudomonas	putida	1426
HN5-d13	HAMBI-0097	Acinetobacter	lwoffii	126
HN5-d13	HAMBI-0105	Agrobacterium	tumefaciens	462
HN5-d13	HAMBI-0262	Brevundimonas	bullata	0
HN5-d13	HAMBI-0403	Comamonas	testosteroni	1754
HN5-d13	HAMBI-1279	Hafnia	alvei	16
HN5-d13	HAMBI-1287	Citrobacter	koseri	10111
HN5-d13	HAMBI-1292	Morganella	morganii	1526
HN5-d13	HAMBI-1299	Kluyvera	intermedia	174
HN5-d13	HAMBI-1842	Sphingobium	yanoikuyae	61
HN5-d13	HAMBI-1896	Sphingobacterium	spiritivorum	26
HN5-d13	HAMBI-1923	Myroides	odoratus	2046
HN5-d13	HAMBI-1972	Aeromonas	caviae	8814
HN5-d13	HAMBI-1977	Pseudomonas	chlororaphis	4134
HN5-d13	HAMBI-1988	Chitinophaga	sancti	0
HN5-d13	HAMBI-2159	Paraburkholderia	caryophylli	0
HN5-d13	HAMBI-2160	Bordetella	avium	148
HN5-d13	HAMBI-2164	Cupriavidus	necator	0
HN5-d13	HAMBI-2443	Paracoccus	denitrificans	0
HN5-d13	HAMBI-2494	Paraburkholderia	kururiensis	0
HN5-d13	HAMBI-2659	Stenotrophomonas	maltophilia	6282
HN5-d13	HAMBI-2792	Moraxella	canis	0
HN5-d13	HAMBI-3031	Niabella	yanshanensis	0
HN5-d13	HAMBI-3237	Microvirga	lotononidis	0
HN5-d17	HAMBI-0006	Pseudomonas	putida	0
HN5-d17	HAMBI-0097	Acinetobacter	lwoffii	0
HN5-d17	HAMBI-0105	Agrobacterium	tumefaciens	1
HN5-d17	HAMBI-0262	Brevundimonas	bullata	0
HN5-d17	HAMBI-0403	Comamonas	testosteroni	6111
HN5-d17	HAMBI-1279	Hafnia	alvei	0
HN5-d17	HAMBI-1287	Citrobacter	koseri	178
HN5-d17	HAMBI-1292	Morganella	morganii	284
HN5-d17	HAMBI-1299	Kluyvera	intermedia	0
HN5-d17	HAMBI-1842	Sphingobium	yanoikuyae	0
HN5-d17	HAMBI-1896	Sphingobacterium	spiritivorum	0
HN5-d17	HAMBI-1923	Myroides	odoratus	1128
HN5-d17	HAMBI-1972	Aeromonas	caviae	10861
HN5-d17	HAMBI-1977	Pseudomonas	chlororaphis	6002
HN5-d17	HAMBI-1988	Chitinophaga	sancti	0
HN5-d17	HAMBI-2159	Paraburkholderia	caryophylli	0
HN5-d17	HAMBI-2160	Bordetella	avium	0
HN5-d17	HAMBI-2164	Cupriavidus	necator	0
HN5-d17	HAMBI-2443	Paracoccus	denitrificans	0
HN5-d17	HAMBI-2494	Paraburkholderia	kururiensis	0
HN5-d17	HAMBI-2659	Stenotrophomonas	maltophilia	3593
HN5-d17	HAMBI-2792	Moraxella	canis	0
HN5-d17	HAMBI-3031	Niabella	yanshanensis	0
HN5-d17	HAMBI-3237	Microvirga	lotononidis	0
HN5-d21	HAMBI-0006	Pseudomonas	putida	6
HN5-d21	HAMBI-0097	Acinetobacter	lwoffii	0
HN5-d21	HAMBI-0105	Agrobacterium	tumefaciens	1124
HN5-d21	HAMBI-0262	Brevundimonas	bullata	0
HN5-d21	HAMBI-0403	Comamonas	testosteroni	3115
HN5-d21	HAMBI-1279	Hafnia	alvei	0
HN5-d21	HAMBI-1287	Citrobacter	koseri	1674
HN5-d21	HAMBI-1292	Morganella	morganii	9165
HN5-d21	HAMBI-1299	Kluyvera	intermedia	1
HN5-d21	HAMBI-1842	Sphingobium	yanoikuyae	0
HN5-d21	HAMBI-1896	Sphingobacterium	spiritivorum	0
HN5-d21	HAMBI-1923	Myroides	odoratus	7135
HN5-d21	HAMBI-1972	Aeromonas	caviae	16082
HN5-d21	HAMBI-1977	Pseudomonas	chlororaphis	17852
HN5-d21	HAMBI-1988	Chitinophaga	sancti	0
HN5-d21	HAMBI-2159	Paraburkholderia	caryophylli	0
HN5-d21	HAMBI-2160	Bordetella	avium	0
HN5-d21	HAMBI-2164	Cupriavidus	necator	0
HN5-d21	HAMBI-2443	Paracoccus	denitrificans	0
HN5-d21	HAMBI-2494	Paraburkholderia	kururiensis	0
HN5-d21	HAMBI-2659	Stenotrophomonas	maltophilia	13935
HN5-d21	HAMBI-2792	Moraxella	canis	0
HN5-d21	HAMBI-3031	Niabella	yanshanensis	0
HN5-d21	HAMBI-3237	Microvirga	lotononidis	0
HN5-d29	HAMBI-0006	Pseudomonas	putida	7
HN5-d29	HAMBI-0097	Acinetobacter	lwoffii	0
HN5-d29	HAMBI-0105	Agrobacterium	tumefaciens	33
HN5-d29	HAMBI-0262	Brevundimonas	bullata	0
HN5-d29	HAMBI-0403	Comamonas	testosteroni	993
HN5-d29	HAMBI-1279	Hafnia	alvei	0
HN5-d29	HAMBI-1287	Citrobacter	koseri	332
HN5-d29	HAMBI-1292	Morganella	morganii	342
HN5-d29	HAMBI-1299	Kluyvera	intermedia	0
HN5-d29	HAMBI-1842	Sphingobium	yanoikuyae	0
HN5-d29	HAMBI-1896	Sphingobacterium	spiritivorum	0
HN5-d29	HAMBI-1923	Myroides	odoratus	475
HN5-d29	HAMBI-1972	Aeromonas	caviae	1114
HN5-d29	HAMBI-1977	Pseudomonas	chlororaphis	1480
HN5-d29	HAMBI-1988	Chitinophaga	sancti	0
HN5-d29	HAMBI-2159	Paraburkholderia	caryophylli	0
HN5-d29	HAMBI-2160	Bordetella	avium	0
HN5-d29	HAMBI-2164	Cupriavidus	necator	0
HN5-d29	HAMBI-2443	Paracoccus	denitrificans	0
HN5-d29	HAMBI-2494	Paraburkholderia	kururiensis	0
HN5-d29	HAMBI-2659	Stenotrophomonas	maltophilia	1438
HN5-d29	HAMBI-2792	Moraxella	canis	0
HN5-d29	HAMBI-3031	Niabella	yanshanensis	0
HN5-d29	HAMBI-3237	Microvirga	lotononidis	0
HN5-d45	HAMBI-0006	Pseudomonas	putida	243
HN5-d45	HAMBI-0097	Acinetobacter	lwoffii	13
HN5-d45	HAMBI-0105	Agrobacterium	tumefaciens	54
HN5-d45	HAMBI-0262	Brevundimonas	bullata	0
HN5-d45	HAMBI-0403	Comamonas	testosteroni	3313
HN5-d45	HAMBI-1279	Hafnia	alvei	3
HN5-d45	HAMBI-1287	Citrobacter	koseri	9375
HN5-d45	HAMBI-1292	Morganella	morganii	3270
HN5-d45	HAMBI-1299	Kluyvera	intermedia	7
HN5-d45	HAMBI-1842	Sphingobium	yanoikuyae	6
HN5-d45	HAMBI-1896	Sphingobacterium	spiritivorum	0
HN5-d45	HAMBI-1923	Myroides	odoratus	3014
HN5-d45	HAMBI-1972	Aeromonas	caviae	6676
HN5-d45	HAMBI-1977	Pseudomonas	chlororaphis	7994
HN5-d45	HAMBI-1988	Chitinophaga	sancti	0
HN5-d45	HAMBI-2159	Paraburkholderia	caryophylli	0
HN5-d45	HAMBI-2160	Bordetella	avium	49
HN5-d45	HAMBI-2164	Cupriavidus	necator	0
HN5-d45	HAMBI-2443	Paracoccus	denitrificans	2
HN5-d45	HAMBI-2494	Paraburkholderia	kururiensis	0
HN5-d45	HAMBI-2659	Stenotrophomonas	maltophilia	12290
HN5-d45	HAMBI-2792	Moraxella	canis	0
HN5-d45	HAMBI-3031	Niabella	yanshanensis	0
HN5-d45	HAMBI-3237	Microvirga	lotononidis	0
HN5-d5	HAMBI-0006	Pseudomonas	putida	12535
HN5-d5	HAMBI-0097	Acinetobacter	lwoffii	715
HN5-d5	HAMBI-0105	Agrobacterium	tumefaciens	387
HN5-d5	HAMBI-0262	Brevundimonas	bullata	0
HN5-d5	HAMBI-0403	Comamonas	testosteroni	1107
HN5-d5	HAMBI-1279	Hafnia	alvei	2074
HN5-d5	HAMBI-1287	Citrobacter	koseri	10227
HN5-d5	HAMBI-1292	Morganella	morganii	4826
HN5-d5	HAMBI-1299	Kluyvera	intermedia	9397
HN5-d5	HAMBI-1842	Sphingobium	yanoikuyae	1066
HN5-d5	HAMBI-1896	Sphingobacterium	spiritivorum	2805
HN5-d5	HAMBI-1923	Myroides	odoratus	257
HN5-d5	HAMBI-1972	Aeromonas	caviae	20301
HN5-d5	HAMBI-1977	Pseudomonas	chlororaphis	2626
HN5-d5	HAMBI-1988	Chitinophaga	sancti	4
HN5-d5	HAMBI-2159	Paraburkholderia	caryophylli	132
HN5-d5	HAMBI-2160	Bordetella	avium	135
HN5-d5	HAMBI-2164	Cupriavidus	necator	4
HN5-d5	HAMBI-2443	Paracoccus	denitrificans	17
HN5-d5	HAMBI-2494	Paraburkholderia	kururiensis	21
HN5-d5	HAMBI-2659	Stenotrophomonas	maltophilia	1633
HN5-d5	HAMBI-2792	Moraxella	canis	3
HN5-d5	HAMBI-3031	Niabella	yanshanensis	0
HN5-d5	HAMBI-3237	Microvirga	lotononidis	0
HN5-d61	HAMBI-0006	Pseudomonas	putida	0
HN5-d61	HAMBI-0097	Acinetobacter	lwoffii	0
HN5-d61	HAMBI-0105	Agrobacterium	tumefaciens	0
HN5-d61	HAMBI-0262	Brevundimonas	bullata	0
HN5-d61	HAMBI-0403	Comamonas	testosteroni	5260
HN5-d61	HAMBI-1279	Hafnia	alvei	1
HN5-d61	HAMBI-1287	Citrobacter	koseri	430
HN5-d61	HAMBI-1292	Morganella	morganii	1778
HN5-d61	HAMBI-1299	Kluyvera	intermedia	0
HN5-d61	HAMBI-1842	Sphingobium	yanoikuyae	0
HN5-d61	HAMBI-1896	Sphingobacterium	spiritivorum	0
HN5-d61	HAMBI-1923	Myroides	odoratus	3379
HN5-d61	HAMBI-1972	Aeromonas	caviae	32097
HN5-d61	HAMBI-1977	Pseudomonas	chlororaphis	11389
HN5-d61	HAMBI-1988	Chitinophaga	sancti	0
HN5-d61	HAMBI-2159	Paraburkholderia	caryophylli	0
HN5-d61	HAMBI-2160	Bordetella	avium	0
HN5-d61	HAMBI-2164	Cupriavidus	necator	0
HN5-d61	HAMBI-2443	Paracoccus	denitrificans	0
HN5-d61	HAMBI-2494	Paraburkholderia	kururiensis	0
HN5-d61	HAMBI-2659	Stenotrophomonas	maltophilia	16274
HN5-d61	HAMBI-2792	Moraxella	canis	0
HN5-d61	HAMBI-3031	Niabella	yanshanensis	0
HN5-d61	HAMBI-3237	Microvirga	lotononidis	0
HN5-d9	HAMBI-0006	Pseudomonas	putida	9198
HN5-d9	HAMBI-0097	Acinetobacter	lwoffii	334
HN5-d9	HAMBI-0105	Agrobacterium	tumefaciens	658
HN5-d9	HAMBI-0262	Brevundimonas	bullata	0
HN5-d9	HAMBI-0403	Comamonas	testosteroni	613
HN5-d9	HAMBI-1279	Hafnia	alvei	176
HN5-d9	HAMBI-1287	Citrobacter	koseri	9899
HN5-d9	HAMBI-1292	Morganella	morganii	2958
HN5-d9	HAMBI-1299	Kluyvera	intermedia	9401
HN5-d9	HAMBI-1842	Sphingobium	yanoikuyae	300
HN5-d9	HAMBI-1896	Sphingobacterium	spiritivorum	647
HN5-d9	HAMBI-1923	Myroides	odoratus	576
HN5-d9	HAMBI-1972	Aeromonas	caviae	12131
HN5-d9	HAMBI-1977	Pseudomonas	chlororaphis	2107
HN5-d9	HAMBI-1988	Chitinophaga	sancti	0
HN5-d9	HAMBI-2159	Paraburkholderia	caryophylli	11
HN5-d9	HAMBI-2160	Bordetella	avium	187
