sample	strainID	genus	species	count
HNPevo2-d17	HAMBI-0105	Agrobacterium	tumefaciens	0
HNPevo2-d17	HAMBI-0262	Brevundimonas	bullata	0
HNPevo2-d17	HAMBI-0403	Comamonas	testosteroni	2243
HNPevo2-d17	HAMBI-1279	Hafnia	alvei	0
HNPevo2-d17	HAMBI-1287	Citrobacter	koseri	5066
HNPevo2-d17	HAMBI-1292	Morganella	morganii	27667
HNPevo2-d17	HAMBI-1299	Kluyvera	intermedia	0
HNPevo2-d17	HAMBI-1842	Sphingobium	yanoikuyae	0
HNPevo2-d17	HAMBI-1896	Sphingobacterium	spiritivorum	0
HNPevo2-d17	HAMBI-1923	Myroides	odoratus	4693
HNPevo2-d17	HAMBI-1972	Aeromonas	caviae	34
HNPevo2-d17	HAMBI-1977	Pseudomonas	chlororaphis	7671
HNPevo2-d17	HAMBI-1988	Chitinophaga	sancti	0
HNPevo2-d17	HAMBI-2159	Paraburkholderia	caryophylli	0
HNPevo2-d17	HAMBI-2160	Bordetella	avium	0
HNPevo2-d17	HAMBI-2164	Cupriavidus	necator	0
HNPevo2-d17	HAMBI-2443	Paracoccus	denitrificans	0
HNPevo2-d17	HAMBI-2494	Paraburkholderia	kururiensis	0
HNPevo2-d17	HAMBI-2659	Stenotrophomonas	maltophilia	52102
HNPevo2-d17	HAMBI-2792	Moraxella	canis	0
HNPevo2-d17	HAMBI-3031	Niabella	yanshanensis	0
HNPevo2-d17	HAMBI-3237	Microvirga	lotononidis	0
HNPevo2-d21	HAMBI-0006	Pseudomonas	putida	0
HNPevo2-d21	HAMBI-0097	Acinetobacter	lwoffii	0
HNPevo2-d21	HAMBI-0105	Agrobacterium	tumefaciens	0
HNPevo2-d21	HAMBI-0262	Brevundimonas	bullata	0
HNPevo2-d21	HAMBI-0403	Comamonas	testosteroni	854
HNPevo2-d21	HAMBI-1279	Hafnia	alvei	14
HNPevo2-d21	HAMBI-1287	Citrobacter	koseri	3278
HNPevo2-d21	HAMBI-1292	Morganella	morganii	12452
HNPevo2-d21	HAMBI-1299	Kluyvera	intermedia	0
HNPevo2-d21	HAMBI-1842	Sphingobium	yanoikuyae	0
HNPevo2-d21	HAMBI-1896	Sphingobacterium	spiritivorum	0
HNPevo2-d21	HAMBI-1923	Myroides	odoratus	1417
HNPevo2-d21	HAMBI-1972	Aeromonas	caviae	17
HNPevo2-d21	HAMBI-1977	Pseudomonas	chlororaphis	5207
HNPevo2-d21	HAMBI-1988	Chitinophaga	sancti	0
HNPevo2-d21	HAMBI-2159	Paraburkholderia	caryophylli	0
HNPevo2-d21	HAMBI-2160	Bordetella	avium	0
HNPevo2-d21	HAMBI-2164	Cupriavidus	necator	0
HNPevo2-d21	HAMBI-2443	Paracoccus	denitrificans	0
HNPevo2-d21	HAMBI-2494	Paraburkholderia	kururiensis	0
HNPevo2-d21	HAMBI-2659	Stenotrophomonas	maltophilia	15120
HNPevo2-d21	HAMBI-2792	Moraxella	canis	0
HNPevo2-d21	HAMBI-3031	Niabella	yanshanensis	0
HNPevo2-d21	HAMBI-3237	Microvirga	lotononidis	0
HNPevo2-d29	HAMBI-0006	Pseudomonas	putida	1
HNPevo2-d29	HAMBI-0097	Acinetobacter	lwoffii	0
HNPevo2-d29	HAMBI-0105	Agrobacterium	tumefaciens	1
HNPevo2-d29	HAMBI-0262	Brevundimonas	bullata	0
HNPevo2-d29	HAMBI-0403	Comamonas	testosteroni	213
HNPevo2-d29	HAMBI-1279	Hafnia	alvei	33
HNPevo2-d29	HAMBI-1287	Citrobacter	koseri	1438
HNPevo2-d29	HAMBI-1292	Morganella	morganii	7359
HNPevo2-d29	HAMBI-1299	Kluyvera	intermedia	0
HNPevo2-d29	HAMBI-1842	Sphingobium	yanoikuyae	0
HNPevo2-d29	HAMBI-1896	Sphingobacterium	spiritivorum	0
HNPevo2-d29	HAMBI-1923	Myroides	odoratus	1256
HNPevo2-d29	HAMBI-1972	Aeromonas	caviae	84
HNPevo2-d29	HAMBI-1977	Pseudomonas	chlororaphis	3667
HNPevo2-d29	HAMBI-1988	Chitinophaga	sancti	0
HNPevo2-d29	HAMBI-2159	Paraburkholderia	caryophylli	0
HNPevo2-d29	HAMBI-2160	Bordetella	avium	0
HNPevo2-d29	HAMBI-2164	Cupriavidus	necator	0
HNPevo2-d29	HAMBI-2443	Paracoccus	denitrificans	0
HNPevo2-d29	HAMBI-2494	Paraburkholderia	kururiensis	0
HNPevo2-d29	HAMBI-2659	Stenotrophomonas	maltophilia	10499
HNPevo2-d29	HAMBI-2792	Moraxella	canis	0
HNPevo2-d29	HAMBI-3031	Niabella	yanshanensis	0
HNPevo2-d29	HAMBI-3237	Microvirga	lotononidis	0
HNPevo2-d45	HAMBI-0006	Pseudomonas	putida	0
HNPevo2-d45	HAMBI-0097	Acinetobacter	lwoffii	0
HNPevo2-d45	HAMBI-0105	Agrobacterium	tumefaciens	0
HNPevo2-d45	HAMBI-0262	Brevundimonas	bullata	0
HNPevo2-d45	HAMBI-0403	Comamonas	testosteroni	753
HNPevo2-d45	HAMBI-1279	Hafnia	alvei	0
HNPevo2-d45	HAMBI-1287	Citrobacter	koseri	408
HNPevo2-d45	HAMBI-1292	Morganella	morganii	9646
HNPevo2-d45	HAMBI-1299	Kluyvera	intermedia	0
HNPevo2-d45	HAMBI-1842	Sphingobium	yanoikuyae	0
HNPevo2-d45	HAMBI-1896	Sphingobacterium	spiritivorum	0
HNPevo2-d45	HAMBI-1923	Myroides	odoratus	2900
HNPevo2-d45	HAMBI-1972	Aeromonas	caviae	2425
HNPevo2-d45	HAMBI-1977	Pseudomonas	chlororaphis	16925
HNPevo2-d45	HAMBI-1988	Chitinophaga	sancti	0
HNPevo2-d45	HAMBI-2159	Paraburkholderia	caryophylli	0
HNPevo2-d45	HAMBI-2160	Bordetella	avium	0
HNPevo2-d45	HAMBI-2164	Cupriavidus	necator	0
HNPevo2-d45	HAMBI-2443	Paracoccus	denitrificans	0
HNPevo2-d45	HAMBI-2494	Paraburkholderia	kururiensis	0
HNPevo2-d45	HAMBI-2659	Stenotrophomonas	maltophilia	17068
HNPevo2-d45	HAMBI-2792	Moraxella	canis	0
HNPevo2-d45	HAMBI-3031	Niabella	yanshanensis	0
HNPevo2-d45	HAMBI-3237	Microvirga	lotononidis	1
HNPevo2-d5	HAMBI-0006	Pseudomonas	putida	2196
HNPevo2-d5	HAMBI-0097	Acinetobacter	lwoffii	223
HNPevo2-d5	HAMBI-0105	Agrobacterium	tumefaciens	2815
HNPevo2-d5	HAMBI-0262	Brevundimonas	bullata	0
HNPevo2-d5	HAMBI-0403	Comamonas	testosteroni	961
HNPevo2-d5	HAMBI-1279	Hafnia	alvei	161
HNPevo2-d5	HAMBI-1287	Citrobacter	koseri	172
HNPevo2-d5	HAMBI-1292	Morganella	morganii	743
HNPevo2-d5	HAMBI-1299	Kluyvera	intermedia	1272
HNPevo2-d5	HAMBI-1842	Sphingobium	yanoikuyae	293
HNPevo2-d5	HAMBI-1896	Sphingobacterium	spiritivorum	1115
HNPevo2-d5	HAMBI-1923	Myroides	odoratus	1381
HNPevo2-d5	HAMBI-1972	Aeromonas	caviae	248
HNPevo2-d5	HAMBI-1977	Pseudomonas	chlororaphis	974
HNPevo2-d5	HAMBI-1988	Chitinophaga	sancti	18
HNPevo2-d5	HAMBI-2159	Paraburkholderia	caryophylli	61
HNPevo2-d5	HAMBI-2160	Bordetella	avium	29
HNPevo2-d5	HAMBI-2164	Cupriavidus	necator	0
HNPevo2-d5	HAMBI-2443	Paracoccus	denitrificans	9
HNPevo2-d5	HAMBI-2494	Paraburkholderia	kururiensis	4
HNPevo2-d5	HAMBI-2659	Stenotrophomonas	maltophilia	7868
HNPevo2-d5	HAMBI-2792	Moraxella	canis	0
HNPevo2-d5	HAMBI-3031	Niabella	yanshanensis	87
HNPevo2-d5	HAMBI-3237	Microvirga	lotononidis	0
HNPevo2-d61	HAMBI-0006	Pseudomonas	putida	0
HNPevo2-d61	HAMBI-0097	Acinetobacter	lwoffii	0
HNPevo2-d61	HAMBI-0105	Agrobacterium	tumefaciens	0
HNPevo2-d61	HAMBI-0262	Brevundimonas	bullata	0
HNPevo2-d61	HAMBI-0403	Comamonas	testosteroni	808
HNPevo2-d61	HAMBI-1279	Hafnia	alvei	0
HNPevo2-d61	HAMBI-1287	Citrobacter	koseri	1277
HNPevo2-d61	HAMBI-1292	Morganella	morganii	78024
HNPevo2-d61	HAMBI-1299	Kluyvera	intermedia	0
HNPevo2-d61	HAMBI-1842	Sphingobium	yanoikuyae	0
HNPevo2-d61	HAMBI-1896	Sphingobacterium	spiritivorum	0
HNPevo2-d61	HAMBI-1923	Myroides	odoratus	4718
HNPevo2-d61	HAMBI-1972	Aeromonas	caviae	244
HNPevo2-d61	HAMBI-1977	Pseudomonas	chlororaphis	30004
HNPevo2-d61	HAMBI-1988	Chitinophaga	sancti	0
HNPevo2-d61	HAMBI-2159	Paraburkholderia	caryophylli	0
HNPevo2-d61	HAMBI-2160	Bordetella	avium	0
HNPevo2-d61	HAMBI-2164	Cupriavidus	necator	0
HNPevo2-d61	HAMBI-2443	Paracoccus	denitrificans	0
HNPevo2-d61	HAMBI-2494	Paraburkholderia	kururiensis	0
HNPevo2-d61	HAMBI-2659	Stenotrophomonas	maltophilia	28780
HNPevo2-d61	HAMBI-2792	Moraxella	canis	0
HNPevo2-d61	HAMBI-3031	Niabella	yanshanensis	0
HNPevo2-d61	HAMBI-3237	Microvirga	lotononidis	0
HNPevo2-d9	HAMBI-0006	Pseudomonas	putida	7593
HNPevo2-d9	HAMBI-0097	Acinetobacter	lwoffii	139
HNPevo2-d9	HAMBI-0105	Agrobacterium	tumefaciens	1544
HNPevo2-d9	HAMBI-0262	Brevundimonas	bullata	0
HNPevo2-d9	HAMBI-0403	Comamonas	testosteroni	1814
HNPevo2-d9	HAMBI-1279	Hafnia	alvei	91
HNPevo2-d9	HAMBI-1287	Citrobacter	koseri	808
HNPevo2-d9	HAMBI-1292	Morganella	morganii	551
HNPevo2-d9	HAMBI-1299	Kluyvera	intermedia	894
HNPevo2-d9	HAMBI-1842	Sphingobium	yanoikuyae	107
HNPevo2-d9	HAMBI-1896	Sphingobacterium	spiritivorum	908
HNPevo2-d9	HAMBI-1923	Myroides	odoratus	1578
HNPevo2-d9	HAMBI-1972	Aeromonas	caviae	540
HNPevo2-d9	HAMBI-1977	Pseudomonas	chlororaphis	2922
HNPevo2-d9	HAMBI-1988	Chitinophaga	sancti	2
HNPevo2-d9	HAMBI-2159	Paraburkholderia	caryophylli	33
HNPevo2-d9	HAMBI-2160	Bordetella	avium	77
HNPevo2-d9	HAMBI-2164	Cupriavidus	necator	1
HNPevo2-d9	HAMBI-2443	Paracoccus	denitrificans	17
HNPevo2-d9	HAMBI-2494	Paraburkholderia	kururiensis	14
HNPevo2-d9	HAMBI-2659	Stenotrophomonas	maltophilia	8630
HNPevo2-d9	HAMBI-2792	Moraxella	canis	0
HNPevo2-d9	HAMBI-3031	Niabella	yanshanensis	6
HNPevo2-d9	HAMBI-3237	Microvirga	lotononidis	0
HNPevo3-d13	HAMBI-0006	Pseudomonas	putida	2037
HNPevo3-d13	HAMBI-0097	Acinetobacter	lwoffii	19
HNPevo3-d13	HAMBI-0105	Agrobacterium	tumefaciens	1959
HNPevo3-d13	HAMBI-0262	Brevundimonas	bullata	0
HNPevo3-d13	HAMBI-0403	Comamonas	testosteroni	9466
HNPevo3-d13	HAMBI-1279	Hafnia	alvei	116
HNPevo3-d13	HAMBI-1287	Citrobacter	koseri	1759
HNPevo3-d13	HAMBI-1292	Morganella	morganii	4544
HNPevo3-d13	HAMBI-1299	Kluyvera	intermedia	140
HNPevo3-d13	HAMBI-1842	Sphingobium	yanoikuyae	6
HNPevo3-d13	HAMBI-1896	Sphingobacterium	spiritivorum	123
HNPevo3-d13	HAMBI-1923	Myroides	odoratus	3009
HNPevo3-d13	HAMBI-1972	Aeromonas	caviae	1797
HNPevo3-d13	HAMBI-1977	Pseudomonas	chlororaphis	13680
HNPevo3-d13	HAMBI-1988	Chitinophaga	sancti	0
HNPevo3-d13	HAMBI-2159	Paraburkholderia	caryophylli	4
HNPevo3-d13	HAMBI-2160	Bordetella	avium	55
HNPevo3-d13	HAMBI-2164	Cupriavidus	necator	0
HNPevo3-d13	HAMBI-2443	Paracoccus	denitrificans	0
HNPevo3-d13	HAMBI-2494	Paraburkholderia	kururiensis	3
HNPevo3-d13	HAMBI-2659	Stenotrophomonas	maltophilia	14769
HNPevo3-d13	HAMBI-2792	Moraxella	canis	0
HNPevo3-d13	HAMBI-3031	Niabella	yanshanensis	0
HNPevo3-d13	HAMBI-3237	Microvirga	lotononidis	0
HNPevo3-d17	HAMBI-0006	Pseudomonas	putida	0
HNPevo3-d17	HAMBI-0097	Acinetobacter	lwoffii	0
HNPevo3-d17	HAMBI-0105	Agrobacterium	tumefaciens	0
HNPevo3-d17	HAMBI-0262	Brevundimonas	bullata	0
HNPevo3-d17	HAMBI-0403	Comamonas	testosteroni	1066
HNPevo3-d17	HAMBI-1279	Hafnia	alvei	2
HNPevo3-d17	HAMBI-1287	Citrobacter	koseri	1871
HNPevo3-d17	HAMBI-1292	Morganella	morganii	52616
HNPevo3-d17	HAMBI-1299	Kluyvera	intermedia	0
HNPevo3-d17	HAMBI-1842	Sphingobium	yanoikuyae	0
HNPevo3-d17	HAMBI-1896	Sphingobacterium	spiritivorum	0
HNPevo3-d17	HAMBI-1923	Myroides	odoratus	5121
HNPevo3-d17	HAMBI-1972	Aeromonas	caviae	33
HNPevo3-d17	HAMBI-1977	Pseudomonas	chlororaphis	15459
HNPevo3-d17	HAMBI-1988	Chitinophaga	sancti	0
HNPevo3-d17	HAMBI-2159	Paraburkholderia	caryophylli	0
HNPevo3-d17	HAMBI-2160	Bordetella	avium	0
HNPevo3-d17	HAMBI-2164	Cupriavidus	necator	0
HNPevo3-d17	HAMBI-2443	Paracoccus	denitrificans	0
HNPevo3-d17	HAMBI-2494	Paraburkholderia	kururiensis	0
HNPevo3-d17	HAMBI-2659	Stenotrophomonas	maltophilia	18856
HNPevo3-d17	HAMBI-2792	Moraxella	canis	0
HNPevo3-d17	HAMBI-3031	Niabella	yanshanensis	0
HNPevo3-d17	HAMBI-3237	Microvirga	lotononidis	0
HNPevo3-d21	HAMBI-0006	Pseudomonas	putida	0
HNPevo3-d21	HAMBI-0097	Acinetobacter	lwoffii	0
HNPevo3-d21	HAMBI-0105	Agrobacterium	tumefaciens	0
HNPevo3-d21	HAMBI-0262	Brevundimonas	bullata	0
HNPevo3-d21	HAMBI-0403	Comamonas	testosteroni	106
HNPevo3-d21	HAMBI-1279	Hafnia	alvei	7
HNPevo3-d21	HAMBI-1287	Citrobacter	koseri	310
HNPevo3-d21	HAMBI-1292	Morganella	morganii	6434
HNPevo3-d21	HAMBI-1299	Kluyvera	intermedia	0
HNPevo3-d21	HAMBI-1842	Sphingobium	yanoikuyae	0
HNPevo3-d21	HAMBI-1896	Sphingobacterium	spiritivorum	0
HNPevo3-d21	HAMBI-1923	Myroides	odoratus	545
HNPevo3-d21	HAMBI-1972	Aeromonas	caviae	1
HNPevo3-d21	HAMBI-1977	Pseudomonas	chlororaphis	2670
HNPevo3-d21	HAMBI-1988	Chitinophaga	sancti	0
HNPevo3-d21	HAMBI-2159	Paraburkholderia	caryophylli	0
HNPevo3-d21	HAMBI-2160	Bordetella	avium	0
HNPevo3-d21	HAMBI-2164	Cupriavidus	necator	0
HNPevo3-d21	HAMBI-2443	Paracoccus	denitrificans	0
HNPevo3-d21	HAMBI-2494	Paraburkholderia	kururiensis	0
HNPevo3-d21	HAMBI-2659	Stenotrophomonas	maltophilia	1631
HNPevo3-d21	HAMBI-2792	Moraxella	canis	0
HNPevo3-d21	HAMBI-3031	Niabella	yanshanensis	0
HNPevo3-d21	HAMBI-3237	Microvirga	lotononidis	0
HNPevo3-d29	HAMBI-0006	Pseudomonas	putida	0
HNPevo3-d29	HAMBI-0097	Acinetobacter	lwoffii	0
HNPevo3-d29	HAMBI-0105	Agrobacterium	tumefaciens	6
HNPevo3-d29	HAMBI-0262	Brevundimonas	bullata	0
HNPevo3-d29	HAMBI-0403	Comamonas	testosteroni	784
HNPevo3-d29	HAMBI-1279	Hafnia	alvei	162
HNPevo3-d29	HAMBI-1287	Citrobacter	koseri	3883
HNPevo3-d29	HAMBI-1292	Morganella	morganii	48213
HNPevo3-d29	HAMBI-1299	Kluyvera	intermedia	0
HNPevo3-d29	HAMBI-1842	Sphingobium	yanoikuyae	0
HNPevo3-d29	HAMBI-1896	Sphingobacterium	spiritivorum	0
HNPevo3-d29	HAMBI-1923	Myroides	odoratus	4003
HNPevo3-d29	HAMBI-1972	Aeromonas	caviae	35
HNPevo3-d29	HAMBI-1977	Pseudomonas	chlororaphis	26588
HNPevo3-d29	HAMBI-1988	Chitinophaga	sancti	0
HNPevo3-d29	HAMBI-2159	Paraburkholderia	caryophylli	0
HNPevo3-d29	HAMBI-2160	Bordetella	avium	0
HNPevo3-d29	HAMBI-2164	Cupriavidus	necator	0
HNPevo3-d29	HAMBI-2443	Paracoccus	denitrificans	0
HNPevo3-d29	HAMBI-2494	Paraburkholderia	kururiensis	0
HNPevo3-d29	HAMBI-2659	Stenotrophomonas	maltophilia	29607
HNPevo3-d29	HAMBI-2792	Moraxella	canis	0
HNPevo3-d29	HAMBI-3031	Niabella	yanshanensis	0
HNPevo3-d29	HAMBI-3237	Microvirga	lotononidis	0
HNPevo3-d45	HAMBI-0006	Pseudomonas	putida	0
HNPevo3-d45	HAMBI-0097	Acinetobacter	lwoffii	0
HNPevo3-d45	HAMBI-0105	Agrobacterium	tumefaciens	0
HNPevo3-d45	HAMBI-0262	Brevundimonas	bullata	0
HNPevo3-d45	HAMBI-0403	Comamonas	testosteroni	366
HNPevo3-d45	HAMBI-1279	Hafnia	alvei	0
HNPevo3-d45	HAMBI-1287	Citrobacter	koseri	509
HNPevo3-d45	HAMBI-1292	Morganella	morganii	16538
HNPevo3-d45	HAMBI-1299	Kluyvera	intermedia	1
HNPevo3-d45	HAMBI-1842	Sphingobium	yanoikuyae	0
HNPevo3-d45	HAMBI-1896	Sphingobacterium	spiritivorum	0
HNPevo3-d45	HAMBI-1923	Myroides	odoratus	3474
HNPevo3-d45	HAMBI-1972	Aeromonas	caviae	504
HNPevo3-d45	HAMBI-1977	Pseudomonas	chlororaphis	25183
HNPevo3-d45	HAMBI-1988	Chitinophaga	sancti	0
HNPevo3-d45	HAMBI-2159	Paraburkholderia	caryophylli	0
HNPevo3-d45	HAMBI-2160	Bordetella	avium	0
HNPevo3-d45	HAMBI-2164	Cupriavidus	necator	0
HNPevo3-d45	HAMBI-2443	Paracoccus	denitrificans	0
HNPevo3-d45	HAMBI-2494	Paraburkholderia	kururiensis	0
HNPevo3-d45	HAMBI-2659	Stenotrophomonas	maltophilia	18573
HNPevo3-d45	HAMBI-2792	Moraxella	canis	0
HNPevo3-d45	HAMBI-3031	Niabella	yanshanensis	0
HNPevo3-d45	HAMBI-3237	Microvirga	lotononidis	0
HNPevo3-d5	HAMBI-0006	Pseudomonas	putida	1289
HNPevo3-d5	HAMBI-0097	Acinetobacter	lwoffii	170
HNPevo3-d5	HAMBI-0105	Agrobacterium	tumefaciens	2195
HNPevo3-d5	HAMBI-0262	Brevundimonas	bullata	0
HNPevo3-d5	HAMBI-0403	Comamonas	testosteroni	557
HNPevo3-d5	HAMBI-1279	Hafnia	alvei	113
HNPevo3-d5	HAMBI-1287	Citrobacter	koseri	91
HNPevo3-d5	HAMBI-1292	Morganella	morganii	486
HNPevo3-d5	HAMBI-1299	Kluyvera	intermedia	687
HNPevo3-d5	HAMBI-1842	Sphingobium	yanoikuyae	146
HNPevo3-d5	HAMBI-1896	Sphingobacterium	spiritivorum	720
HNPevo3-d5	HAMBI-1923	Myroides	odoratus	893
HNPevo3-d5	HAMBI-1972	Aeromonas	caviae	122
HNPevo3-d5	HAMBI-1977	Pseudomonas	chlororaphis	696
HNPevo3-d5	HAMBI-1988	Chitinophaga	sancti	5
HNPevo3-d5	HAMBI-2159	Paraburkholderia	caryophylli	32
HNPevo3-d5	HAMBI-2160	Bordetella	avium	15
HNPevo3-d5	HAMBI-2164	Cupriavidus	necator	0
HNPevo3-d5	HAMBI-2443	Paracoccus	denitrificans	0
HNPevo3-d5	HAMBI-2494	Paraburkholderia	kururiensis	0
HNPevo3-d5	HAMBI-2659	Stenotrophomonas	maltophilia	5488
HNPevo3-d5	HAMBI-2792	Moraxella	canis	0
HNPevo3-d5	HAMBI-3031	Niabella	yanshanensis	69
HNPevo3-d5	HAMBI-3237	Microvirga	lotononidis	1
HNPevo3-d61	HAMBI-0006	Pseudomonas	putida	1
HNPevo3-d61	HAMBI-0097	Acinetobacter	lwoffii	0
HNPevo3-d61	HAMBI-0105	Agrobacterium	tumefaciens	0
HNPevo3-d61	HAMBI-0262	Brevundimonas	bullata	0
HNPevo3-d61	HAMBI-0403	Comamonas	testosteroni	12
HNPevo3-d61	HAMBI-1279	Hafnia	alvei	0
HNPevo3-d61	HAMBI-1287	Citrobacter	koseri	817
HNPevo3-d61	HAMBI-1292	Morganella	morganii	37745
HNPevo3-d61	HAMBI-1299	Kluyvera	intermedia	0
HNPevo3-d61	HAMBI-1842	Sphingobium	yanoikuyae	0
HNPevo3-d61	HAMBI-1896	Sphingobacterium	spiritivorum	0
HNPevo3-d61	HAMBI-1923	Myroides	odoratus	23
HNPevo3-d61	HAMBI-1972	Aeromonas	caviae	719
HNPevo3-d61	HAMBI-1977	Pseudomonas	chlororaphis	49934
HNPevo3-d61	HAMBI-1988	Chitinophaga	sancti	0
HNPevo3-d61	HAMBI-2159	Paraburkholderia	caryophylli	0
HNPevo3-d61	HAMBI-2160	Bordetella	avium	0
HNPevo3-d61	HAMBI-2164	Cupriavidus	necator	0
HNPevo3-d61	HAMBI-2443	Paracoccus	denitrificans	0
HNPevo3-d61	HAMBI-2494	Paraburkholderia	kururiensis	0
HNPevo3-d61	HAMBI-2659	Stenotrophomonas	maltophilia	2926
HNPevo3-d61	HAMBI-2792	Moraxella	canis	0
HNPevo3-d61	HAMBI-3031	Niabella	yanshanensis	0
HNPevo3-d61	HAMBI-3237	Microvirga	lotononidis	0
HNPevo3-d9	HAMBI-0006	Pseudomonas	putida	11040
HNPevo3-d9	HAMBI-0097	Acinetobacter	lwoffii	129
HNPevo3-d9	HAMBI-0105	Agrobacterium	tumefaciens	1992
HNPevo3-d9	HAMBI-0262	Brevundimonas	bullata	0
HNPevo3-d9	HAMBI-0403	Comamonas	testosteroni	2261
HNPevo3-d9	HAMBI-1279	Hafnia	alvei	197
HNPevo3-d9	HAMBI-1287	Citrobacter	koseri	1317
HNPevo3-d9	HAMBI-1292	Morganella	morganii	687
HNPevo3-d9	HAMBI-1299	Kluyvera	intermedia	1455
HNPevo3-d9	HAMBI-1842	Sphingobium	yanoikuyae	134
HNPevo3-d9	HAMBI-1896	Sphingobacterium	spiritivorum	1266
HNPevo3-d9	HAMBI-1923	Myroides	odoratus	1766
HNPevo3-d9	HAMBI-1972	Aeromonas	caviae	650
HNPevo3-d9	HAMBI-1977	Pseudomonas	chlororaphis	4771
HNPevo3-d9	HAMBI-1988	Chitinophaga	sancti	1
HNPevo3-d9	HAMBI-2159	Paraburkholderia	caryophylli	47
HNPevo3-d9	HAMBI-2160	Bordetella	avium	91
HNPevo3-d9	HAMBI-2164	Cupriavidus	necator	0
HNPevo3-d9	HAMBI-2443	Paracoccus	denitrificans	15
HNPevo3-d9	HAMBI-2494	Paraburkholderia	kururiensis	10
HNPevo3-d9	HAMBI-2659	Stenotrophomonas	maltophilia	11319
HNPevo3-d9	HAMBI-2792	Moraxella	canis	0
HNPevo3-d9	HAMBI-3031	Niabella	yanshanensis	2
HNPevo3-d9	HAMBI-3237	Microvirga	lotononidis	0
HNPevo4-d13	HAMBI-0006	Pseudomonas	putida	1752
HNPevo4-d13	HAMBI-0097	Acinetobacter	lwoffii	22
HNPevo4-d13	HAMBI-0105	Agrobacterium	tumefaciens	1179
HNPevo4-d13	HAMBI-0262	Brevundimonas	bullata	0
HNPevo4-d13	HAMBI-0403	Comamonas	testosteroni	4907
HNPevo4-d13	HAMBI-1279	Hafnia	alvei	68
HNPevo4-d13	HAMBI-1287	Citrobacter	koseri	909
HNPevo4-d13	HAMBI-1292	Morganella	morganii	1908
HNPevo4-d13	HAMBI-1299	Kluyvera	intermedia	83
HNPevo4-d13	HAMBI-1842	Sphingobium	yanoikuyae	1
HNPevo4-d13	HAMBI-1896	Sphingobacterium	spiritivorum	62
HNPevo4-d13	HAMBI-1923	Myroides	odoratus	1505
HNPevo4-d13	HAMBI-1972	Aeromonas	caviae	1099
HNPevo4-d13	HAMBI-1977	Pseudomonas	chlororaphis	6061
HNPevo4-d13	HAMBI-1988	Chitinophaga	sancti	0
HNPevo4-d13	HAMBI-2159	Paraburkholderia	caryophylli	0
HNPevo4-d13	HAMBI-2160	Bordetella	avium	58
HNPevo4-d13	HAMBI-2164	Cupriavidus	necator	0
HNPevo4-d13	HAMBI-2443	Paracoccus	denitrificans	0
HNPevo4-d13	HAMBI-2494	Paraburkholderia	kururiensis	0
HNPevo4-d13	HAMBI-2659	Stenotrophomonas	maltophilia	10568
HNPevo4-d13	HAMBI-2792	Moraxella	canis	0
HNPevo4-d13	HAMBI-3031	Niabella	yanshanensis	1
HNPevo4-d13	HAMBI-3237	Microvirga	lotononidis	0
HNPevo4-d17	HAMBI-0006	Pseudomonas	putida	1
HNPevo4-d17	HAMBI-0097	Acinetobacter	lwoffii	0
HNPevo4-d17	HAMBI-0105	Agrobacterium	tumefaciens	3
HNPevo4-d17	HAMBI-0262	Brevundimonas	bullata	0
HNPevo4-d17	HAMBI-0403	Comamonas	testosteroni	2857
HNPevo4-d17	HAMBI-1279	Hafnia	alvei	2
HNPevo4-d17	HAMBI-1287	Citrobacter	koseri	4851
HNPevo4-d17	HAMBI-1292	Morganella	morganii	31869
HNPevo4-d17	HAMBI-1299	Kluyvera	intermedia	0
HNPevo4-d17	HAMBI-1842	Sphingobium	yanoikuyae	0
HNPevo4-d17	HAMBI-1896	Sphingobacterium	spiritivorum	0
HNPevo4-d17	HAMBI-1923	Myroides	odoratus	4197
HNPevo4-d17	HAMBI-1972	Aeromonas	caviae	780
HNPevo4-d17	HAMBI-1977	Pseudomonas	chlororaphis	10332
HNPevo4-d17	HAMBI-1988	Chitinophaga	sancti	0
HNPevo4-d17	HAMBI-2159	Paraburkholderia	caryophylli	0
HNPevo4-d17	HAMBI-2160	Bordetella	avium	0
HNPevo4-d17	HAMBI-2164	Cupriavidus	necator	0
HNPevo4-d17	HAMBI-2443	Paracoccus	denitrificans	0
HNPevo4-d17	HAMBI-2494	Paraburkholderia	kururiensis	0
HNPevo4-d17	HAMBI-2659	Stenotrophomonas	maltophilia	36547
HNPevo4-d17	HAMBI-2792	Moraxella	canis	0
HNPevo4-d17	HAMBI-3031	Niabella	yanshanensis	0
HNPevo4-d17	HAMBI-3237	Microvirga	lotononidis	0
HNPevo4-d21	HAMBI-0006	Pseudomonas	putida	0
HNPevo4-d21	HAMBI-0097	Acinetobacter	lwoffii	0
HNPevo4-d21	HAMBI-0105	Agrobacterium	tumefaciens	0
HNPevo4-d21	HAMBI-0262	Brevundimonas	bullata	0
HNPevo4-d21	HAMBI-0403	Comamonas	testosteroni	343
HNPevo4-d21	HAMBI-1279	Hafnia	alvei	6
HNPevo4-d21	HAMBI-1287	Citrobacter	koseri	1056
HNPevo4-d21	HAMBI-1292	Morganella	morganii	4860
HNPevo4-d21	HAMBI-1299	Kluyvera	intermedia	0
HNPevo4-d21	HAMBI-1842	Sphingobium	yanoikuyae	0
